Course Code,Exam Type,Date(s),Room Info
BIO-3960,Assignment,Innlevering: 15. mai 2025 kl. 14:00,N/A
BIO-6002,Mappevurdering,Innlevering: 20. juni 2025 kl. 14:00,N/A
BIO-8014,School exam,Dato: 26. mai 2025 kl. 09:00,(TROMSO): Kraft sportssenter – Idrettsbane (036-1) Del 1
BIO-8015,Oral exam,Fra 4. desember  til 6. desember 2024,N/A
BIO-8016,Oral exam,Dato: 9. desember 2024 kl. 08:00,N/A
BIO-8017,School exam,Dato: 28. november 2024 kl. 09:00,(TROMSO): Kraft sportssenter – Idrettsbane (036-1) Del 1
BIO-8018,Oral exam,Fra 28. november  til 29. november 2024,N/A
BIO-8020,Oral exam,Fra 2. desember  til 5. desember 2024,N/A
BIO-8025,Assignment,Innlevering: 17. mars 2025 kl. 14:00,N/A
BIO-8027,Off campus exam,"Utlevering: 25. mars 2025 kl. 09:00
Innlevering: 25. april 2025 kl. 14:00",N/A
BIO-8029,Assignment,Innlevering: 24. februar 2025 kl. 14:00,N/A
BIO-8029,School exam,Dato: 4. mars 2025 kl. 09:00,(TROMSO): Administrasjonsbygget – B154 Eksamensrom (Tromsø)
BIO-8032,Assignment,Innlevering: 6. desember 2024 kl. 14:00,N/A
BIO-8105,Assignment,Innlevering: 11. april 2025 kl. 14:00,N/A
BIO-8621,Assignment,"Utlevering: 15. november 2024 kl. 09:00
Innlevering: 16. desember 2024 kl. 14:00",N/A
FSK-1100,Skriftlig skoleeksamen,Dato: 27. november 2024 kl. 09:00,(TROMSO): Kraft sportssenter – Idrettsbane (036-2) Del 2
FSK-1120,Skriftlig skoleeksamen,Dato: 4. juni 2025 kl. 09:00,(TROMSO): Administrasjonsbygget – K1.04 Eksamensrom (Tromsø)
FSK-1121,Skriftlig skoleeksamen,Dato: 2. juni 2025 kl. 09:00,(TROMSO): Kraft sportssenter – Idrettsbane (036-2) Del 2
FSK-2010,Oppgave,Innlevering: 17. mars 2025 kl. 14:00,N/A
FSK-2010,Oppgave,Innlevering: 6. mai 2025 kl. 14:00,N/A
FSK-2020,Hjemmeeksamen,"Utlevering: 22. november 2024 kl. 09:00
Innlevering: 6. desember 2024 kl. 14:00",N/A
FSK-2020,Skriftlig skoleeksamen,Dato: 13. desember 2024 kl. 09:00,"(TROMSO): Teorifagbygget hus 3 – Rom 3.218, lesesal (Tromsø)"
FSK-2030,Skriftlig skoleeksamen,Dato: 20. mai 2025 kl. 09:00,(TROMSO): Kraft sportssenter – Idrettsbane (036-1) Del 1
FSK-2042,Mappe/sammensatt vurdering,Innlevering: 9. desember 2024 kl. 14:00,N/A
FSK-2043,Skriftlig skoleeksamen,Dato: 11. desember 2024 kl. 09:00,"(TROMSO): Teorifagbygget hus 3 – Rom 3.218, lesesal (Tromsø)"
FSK-2050,Oppgave,Innlevering: 2. juni 2025 kl. 14:00,N/A
FSK-2051,Assignment,Innlevering: 2. juni 2025 kl. 14:00,N/A
FSK-2052,Skriftlig skoleeksamen,Dato: 16. mai 2025 kl. 09:00,(TROMSO): Administrasjonsbygget – K1.04 Eksamensrom (Tromsø)
FSK-2053,Hjemmeeksamen,"Utlevering: 22. mai 2025 kl. 09:00
Innlevering: 30. mai 2025 kl. 14:00",N/A
FSK-2054,Oppgave,Innlevering: 6. juni 2025 kl. 14:00,N/A
FSK-2060,Oppgave,Innlevering: 2. desember 2024 kl. 14:00,N/A
FSK-2060,Oppgave,Innlevering: 2. juni 2025 kl. 14:00,N/A
FSK-2551,Oppgave,Innlevering: 2. juni 2025 kl. 14:00,N/A
FSK-3004,Oppgave,Innlevering: 6. desember 2024 kl. 14:00,N/A
FSK-3004,Skriftlig skoleeksamen,Dato: 13. desember 2024 kl. 09:00,(TROMSO): Kraft sportssenter – Idrettsbane (036-1) Del 1
FSK-3014,Mappevurdering,Innlevering: 9. desember 2024 kl. 14:00,N/A
FSK-3551,Assignment,Innlevering: 15. mai 2025 kl. 14:00,N/A
FSK-3624,Off campus exam,"Utlevering: 29. november 2024 kl. 09:00
Innlevering: 4. desember 2024 kl. 14:00",N/A
FSK-3960,Oppgave,Innlevering: 15. mai 2025 kl. 14:00,N/A
FSK-8003,Off campus exam,"Utlevering: 29. mai 2025 kl. 09:00
Innlevering: 5. juni 2025 kl. 14:00",N/A
REI-1002,Off campus exam,"Utlevering: 2. desember 2024 kl. 09:00
Innlevering: 6. desember 2024 kl. 14:00",N/A
REI-1004,School exam,Dato: 19. november 2024 kl. 09:00,"(ALTA): Campus Alta Byggetrinn 2 – Rom 2107, Seminarrom (Alta)"
REI-1010,Off campus exam,"Utlevering: 24. mars 2025 kl. 09:00
Innlevering: 28. mars 2025 kl. 12:00",N/A
REI-1104,Hjemmeeksamen,"Utlevering: 24. april 2025 kl. 09:00
Innlevering: 28. april 2025 kl. 14:00",N/A
REI-1107,Mappevurdering,Innlevering: 23. mai 2025 kl. 14:00,N/A
REI-1502,Off campus exam,"Utlevering: 25. november 2024 kl. 09:00
Innlevering: 29. november 2024 kl. 14:00",N/A
REI-2010,Assignment,Innlevering: 16. mai 2025 kl. 14:00,N/A
REI-3015,Off campus exam,"Utlevering: 3. februar 2025 kl. 09:00
Innlevering: 17. februar 2025 kl. 14:00",N/A
REI-3203,Hjemmeeksamen,"Utlevering: 18. november 2024 kl. 09:00
Innlevering: 9. desember 2024 kl. 14:00",N/A
REI-3205,Hjemmeeksamen,"Utlevering: 15. mai 2025 kl. 09:00
Innlevering: 6. juni 2025 kl. 14:00",N/A
REI-3901,Oppgave,Innlevering: 2. juni 2025 kl. 14:00,N/A
REI-3910,Assignment,Innlevering: 2. juni 2025 kl. 14:00,N/A
SOK-1002,Skriftlig skoleeksamen,Dato: 2. juni 2025 kl. 09:00,"(TROMSO): Kraft sportssenter – Idrettsbane (036-2) Del 2
(TROMSO): Kraft sportssenter – Idrettsbane (036-3) Del 3
(HARSTAD): Havnegata 5-7 – 112 Undervisningsrom 2
(HARSTAD): Havnegata 5-7 – Undervisningsrom 6
(NARVIK): E-Fløyen – E1480, Aktivt læringsrom"
SOK-1002NETT,Skriftlig skoleeksamen,Dato: 2. juni 2025 kl. 09:00,"(TROMSO): Kraft sportssenter – Idrettsbane (036-3) Del 3
(ALTA): Campus Alta Byggetrinn 2 – Rom 2107, Seminarrom (Alta)
(ALTA): Campus Alta Byggetrinn 2 – Rom 2108, Seminarrom (Alta)
(HARSTAD): Havnegata 5-7 – Undervisningsrom 9
(NARVIK): E-Fløyen – E1540, Seminarrom
(KIRKENES): UiT i Kirkenes – 1.05 Store klasserom"
SOK-1002NETT,Skriftlig skoleeksamen - Finnsnes,Dato: 2. juni 2025 kl. 09:00,"Studiesenteret Midt-Troms – Rom 258 Finnsnes
Studiesenteret Midt-Troms – Rom 259 Finnsnes"
SOK-1002NETT,Skriftlig skoleeksamen - Oslo,Dato: 2. juni 2025 kl. 09:00,N/A
SOK-1003,Mappevurdering,Innlevering: 29. november 2024 kl. 14:00,N/A
SOK-1004,Mappevurdering,Innlevering: 9. desember 2024 kl. 14:00,N/A
SOK-1004,Mappevurdering,Innlevering: 6. juni 2025 kl. 14:00,N/A
SOK-1005,Mappevurdering,Innlevering: 30. mai 2025 kl. 14:00,N/A
SOK-1006,Mappevurdering,Innlevering: 6. juni 2025 kl. 14:00,N/A
SOK-1010,Skriftlig skoleeksamen,Dato: 28. mai 2025 kl. 09:00,"(TROMSO): Kraft sportssenter – Idrettsbane (036-3) Del 3
(HARSTAD): Havnegata 5-7 – Undervisningsrom 6
(HARSTAD): Havnegata 5-7 – Undervisningsrom 9
(NARVIK): E-Fløyen – E2430, Seminarrom"
SOK-1010NETT,Hjemmeeksamen,"Utlevering: 20. mai 2025 kl. 09:00
Innlevering: 20. mai 2025 kl. 13:00",N/A
SOK-1010NETT,Skriftlig skoleeksamen,Dato: 28. mai 2025 kl. 09:00,"(TROMSO): Kraft sportssenter – Idrettsbane (036-1) Del 1
(TROMSO): Kraft sportssenter – Idrettsbane (036-2) Del 2
(HARSTAD): Havnegata 5-7 – Undervisningsrom 7
(HARSTAD): Havnegata 5-7 – Undervisningsrom 8
Studiesenteret Midt-Troms – Rom 259 Finnsnes
(ALTA): Campus Alta Byggetrinn 3 – Rom A102, Kultursalen (Alta)
(NARVIK): E-Fløyen – E2470, Seminarrom
(KIRKENES): UiT i Kirkenes – 1.05 Store klasserom"
SOK-2008,Muntlig eksamen,Fra 25. november  til 29. november 2024,N/A
SOK-2009,Mappevurdering,Innlevering: 4. desember 2024 kl. 14:00,N/A
SOK-2011,Mappevurdering,Innlevering: 23. mai 2025 kl. 14:00,N/A
SOK-2013,Oppgave,Innlevering: 29. november 2024 kl. 14:00,N/A
SOK-2014,Oppgave,Innlevering: 9. desember 2024 kl. 14:00,N/A
SOK-2030,Mappevurdering,Innlevering: 16. mai 2025 kl. 14:00,N/A
SOK-2050,Assignment,Innlevering: 2. juni 2025 kl. 14:00,N/A
SOK-2209,Oppgave,Innlevering: 2. juni 2025 kl. 14:00,N/A
SOK-3008,Portfolio,Innlevering: 16. desember 2024 kl. 14:00,N/A
SOK-3011,Oppgave,Innlevering: 22. november 2024 kl. 14:00,N/A
SOK-3012,Oppgave,Innlevering: 2. desember 2024 kl. 14:00,N/A
SOK-3020,School exam,Dato: 9. desember 2024 kl. 09:00,(TROMSO): Kraft sportssenter – Idrettsbane (036-3) Del 3
SOK-3021,Skriftlig skoleeksamen,Dato: 25. mars 2025 kl. 09:00,(TROMSO): Administrasjonsbygget – B154 Eksamensrom (Tromsø)
SOK-3022,Oppgave,Innlevering: 20. mai 2025 kl. 14:00,N/A
SOK-3023,Muntlig eksamen,Fra 22. mai  til 23. mai 2025,N/A
SOK-3023,Oppgave,Innlevering: 7. mai 2025 kl. 14:00,N/A
SOK-3901,Assignment,Innlevering: 2. juni 2025 kl. 14:00,N/A
SVF-3401,Assignment,Innlevering: 17. desember 2024 kl. 14:00,N/A
SVF-3402,Assignment,Innlevering: 13. juni 2025 kl. 14:00,N/A
SVF-3409,Assignment,Innlevering: 15. mai 2025 kl. 14:00,N/A
SVF-3555,School exam,Dato: 22. november 2024 kl. 09:00,"(TROMSO): Teorifagbygget hus 3 – Rom 3.218, lesesal (Tromsø)"
SVF-3650,Oppgave,Innlevering: 2. desember 2024 kl. 14:00,N/A
SVF-3650,Oppgave,Innlevering: 30. mai 2025 kl. 14:00,N/A
