Course Code,Exam Type,Date(s),Room Info
PRO-2780,Oppgave,Innlevering: 16. mai 2025 kl. 14:00,N/A
PRO-2781,Oppgave,Innlevering: 20. mai 2025 kl. 14:00,N/A
PRO-2801,Hjemmeeksamen,"Utlevering: 4. desember 2024 kl. 09:00
Innlevering: 4. desember 2024 kl. 12:00",N/A
PRO-2801,Mappevurdering,Innlevering: 27. november 2024 kl. 14:00,N/A
PRO-2802,Assignment,Innlevering: 20. november 2024 kl. 14:00,N/A
PRO-2804,Hjemmeeksamen,"Utlevering: 2. desember 2024 kl. 09:00
Innlevering: 2. desember 2024 kl. 13:00",N/A
PRO-2806,Hjemmeeksamen,"Utlevering: 6. desember 2024 kl. 09:00
Innlevering: 6. desember 2024 kl. 12:00",N/A
PRO-2806,Mappevurdering,Innlevering: 27. november 2024 kl. 14:00,N/A
PRO-2808,Portfolio,Innlevering: 29. november 2024 kl. 14:00,N/A
PRO-2808,Skriftlig skoleeksamen,Dato: 6. desember 2024 kl. 09:00,"(NARVIK): E-Fløyen – E1460, Seminarrom"
STE-2600,Mappevurdering,Innlevering: 6. juni 2025 kl. 13:00,N/A
STE-2601,Mappevurdering,Innlevering: 3. desember 2024 kl. 14:00,N/A
STE-2601,Muntlig eksamen,Fra 2. desember  til 4. desember 2024,N/A
STE-2602,Mappevurdering,Innlevering: 26. november 2024 kl. 14:00,N/A
STE-2603,Mappevurdering,Innlevering: 30. mai 2025 kl. 13:00,N/A
STE-2604,Mappevurdering,Innlevering: 5. desember 2024 kl. 14:00,N/A
STE-2605,Oppgave,Innlevering: 27. mai 2025 kl. 14:00,N/A
STE-2605,Skriftlig skoleeksamen,Dato: 27. mai 2025 kl. 09:00,"(NARVIK): E-Fløyen – E1480, Aktivt læringsrom
(NARVIK): E-Fløyen – E1540, Seminarrom
(TROMSO): Administrasjonsbygget – K1.04 Eksamensrom (Tromsø)"
STE-2780,Oppgave,Innlevering: 20. mai 2025 kl. 14:00,N/A
STE-2801,Mappevurdering,Innlevering: 13. desember 2024 kl. 14:00,N/A
STE-2801,Muntlig eksamen,Fra 9. desember  til 11. desember 2024,N/A
STE-3602,Oral exam,Fra 9. desember  til 11. desember 2024,N/A
STE-3605,Portfolio,Innlevering: 5. mars 2025 kl. 14:00,N/A
STE-3607,Portfolio,Innlevering: 28. februar 2025 kl. 14:00,N/A
STE-3607,Oral exam,Dato: 7. mars 2025 kl. 08:00,N/A
STE-3608,School exam,Dato: 27. mai 2025 kl. 09:00,"(NARVIK): E-Fløyen – E1460, Seminarrom"
STE-3800,School exam,Dato: 12. desember 2024 kl. 09:00,"(NARVIK): E-Fløyen – E1460, Seminarrom"
STE-3801,Portfolio,Innlevering: 12. desember 2024 kl. 14:00,N/A
STE-3900,Assignment,Innlevering: 15. mai 2025 kl. 14:00,N/A
TEK-0504,Skriftlig skoleeksamen,Dato: 5. desember 2024 kl. 09:00,(TROMSO): Administrasjonsbygget – Auditorium Maximum (Tromsø)
TEK-0512,Mappevurdering,Innlevering: 16. mai 2025 kl. 14:00,N/A
TEK-0512,Skriftlig skoleeksamen,Dato: 26. mai 2025 kl. 09:00,"(BODØ): Posthusgården – ALR 105
(BODØ): Posthusgården – Undervisningsrom 138
(ALTA): Campus Alta Byggetrinn 2 – Rom 2107, Seminarrom (Alta)
(HAMMERFEST): Nye Hammerfest sykehus – Snefjord
(NARVIK): E-Fløyen – E1480, Aktivt læringsrom
(NARVIK): E-Fløyen – E1540, Seminarrom
(KIRKENES): UiT i Kirkenes – 1.08 Lille klasserom"
TEK-0513,Mappevurdering,Innlevering: 2. mai 2025 kl. 14:00,N/A
TEK-0513,Skriftlig skoleeksamen,Dato: 15. mai 2025 kl. 09:00,"(BODØ): Posthusgården – Undervisningsrom 138
Studiesenteret Midt-Troms – Rom 258 Finnsnes
Studiesenteret Midt-Troms – Rom 259 Finnsnes
(NARVIK): E-Fløyen – E2463, Undervisningsrom
(NARVIK): E-Fløyen – E2470, Seminarrom
(NARVIK): E-Fløyen – E2471, Seminarrom
(ALTA): Campus Alta: Paviljong 1, 2, 3 og m.bygg – Rom P178, Parilla
(ALTA): Campus Alta: Paviljong 1, 2, 3 og m.bygg – Rom P179, Sarikoski"
TEK-0514,Mappevurdering,Innlevering: 7. mai 2025 kl. 14:00,N/A
TEK-0514,Skriftlig skoleeksamen,Dato: 20. mai 2025 kl. 09:00,"(BODØ): Posthusgården – ALR 105
(ALTA): Campus Alta Byggetrinn 2 – Rom 2107, Seminarrom (Alta)
Studiesenteret Midt-Troms – Rom 258 Finnsnes
(NARVIK): E-Fløyen – E1480, Aktivt læringsrom"
TEK-0515,Mappevurdering,Innlevering: 13. mai 2025 kl. 14:00,N/A
TEK-0515,Skriftlig skoleeksamen,Dato: 28. mai 2025 kl. 09:00,"(BODØ): Posthusgården – ALR 105
(ALTA): Campus Alta Byggetrinn 3 – Rom A102, Kultursalen (Alta)
(HAMMERFEST): Nye Hammerfest sykehus – Snefjord
(NARVIK): E-Fløyen – E2471, Seminarrom
(KIRKENES): UiT i Kirkenes – 1.05 Store klasserom"
TEK-0516,Mappevurdering,Innlevering: 8. mai 2025 kl. 14:00,N/A
TEK-0516,Skriftlig skoleeksamen,Dato: 23. mai 2025 kl. 09:00,"(BODØ): Posthusgården – ALR 105
(ALTA): Campus Alta Byggetrinn 2 – Rom 2107, Seminarrom (Alta)
(HAMMERFEST): Nye Hammerfest sykehus – Snefjord
(NARVIK): E-Fløyen – E1480, Aktivt læringsrom
(KIRKENES): UiT i Kirkenes – 1.08 Lille klasserom"
TEK-0517,Skriftlig skoleeksamen,Dato: 9. desember 2024 kl. 09:00,(TROMSO): Teorifagbygget hus 1 – Plan 3 rom til bruk for eksamen
TEK-0517,Skriftlig skoleeksamen,Dato: 26. mai 2025 kl. 09:00,(TROMSO): Administrasjonsbygget – K1.04 Eksamensrom (Tromsø)
TEK-0518,Skriftlig skoleeksamen,Dato: 29. november 2024 kl. 09:00,(TROMSO): Teorifagbygget hus 1 – Plan 3 rom til bruk for eksamen
TEK-0518,Skriftlig skoleeksamen,Dato: 15. mai 2025 kl. 09:00,(TROMSO): Administrasjonsbygget – K1.04 Eksamensrom (Tromsø)
TEK-0519,Skriftlig skoleeksamen,Dato: 22. november 2024 kl. 09:00,"(TROMSO): Teorifagbygget hus 3 – Rom 3.203, bibliotek (Tromsø)"
TEK-0519,Skriftlig skoleeksamen,Dato: 20. mai 2025 kl. 09:00,(TROMSO): Administrasjonsbygget – B154 Eksamensrom (Tromsø)
TEK-0520,Skriftlig skoleeksamen,Dato: 5. desember 2024 kl. 09:00,(TROMSO): Administrasjonsbygget – Auditorium Maximum (Tromsø)
TEK-1501,Skriftlig skoleeksamen,Dato: 11. desember 2024 kl. 09:00,"(BODØ): Posthusgården – ALR 105
(BODØ): Posthusgården – Undervisningsrom 138
(ALTA): Campus Alta Byggetrinn 2 – Rom 2108, Seminarrom (Alta)
(HAMMERFEST): Campus Hammerfest – 233 Skaidi (Hammerfest)
(MO I RANA): Campus Helgeland – Undervisning
(NARVIK): E-Fløyen – E1460, Seminarrom
(NARVIK): E-Fløyen – E1480, Aktivt læringsrom
(NARVIK): E-Fløyen – E1540, Seminarrom
(NARVIK): E-Fløyen – E2430, Seminarrom
(NARVIK): E-Fløyen – E2463, Undervisningsrom
(NARVIK): E-Fløyen – E2550 Klasserom
(TROMSO): Teorifagbygget hus 1 – Plan 3 rom til bruk for eksamen
Universitetet i Agder – Universitetet i Agder"
TEK-1502,Mappevurdering,Innlevering: 22. november 2024 kl. 14:00,N/A
TEK-1503,Hjemmeeksamen,"Utlevering: 25. november 2024 kl. 09:00
Innlevering: 3. desember 2024 kl. 14:00",N/A
TEK-1504,Skriftlig skoleeksamen,Dato: 6. mai 2025 kl. 09:00,"(BODØ): Posthusgården – ALR 105
(ALTA): Campus Alta Byggetrinn 2 – Rom 2108, Seminarrom (Alta)
(NARVIK): E-Fløyen – E1460, Seminarrom
(NARVIK): E-Fløyen – E1480, Aktivt læringsrom
(NARVIK): E-Fløyen – E1540, Seminarrom
(NARVIK): E-Fløyen – E2430, Seminarrom
(NARVIK): E-Fløyen – E2461, Undervisningsrom
(NARVIK): E-Fløyen – E2463, Undervisningsrom
(NARVIK): E-Fløyen – E2470, Seminarrom
(NARVIK): E-Fløyen – E2471, Seminarrom
(NARVIK): E-Fløyen – E2540, Seminarrom
(TROMSO): Administrasjonsbygget – K1.04 Eksamensrom (Tromsø)"
TEK-1505,Skriftlig skoleeksamen,Dato: 3. juni 2025 kl. 09:00,"(BODØ): Posthusgården – ALR 105
(ALTA): Campus Alta Byggetrinn 2 – Rom 2107, Seminarrom (Alta)
(TROMSO): Administrasjonsbygget – Auditorium Maximum (Tromsø)
(NARVIK): E-Fløyen – E1460, Seminarrom
(NARVIK): E-Fløyen – E1480, Aktivt læringsrom
(NARVIK): E-Fløyen – E1540, Seminarrom
(NARVIK): E-Fløyen – E2430, Seminarrom
(NARVIK): E-Fløyen – E2461, Undervisningsrom
(NARVIK): E-Fløyen – E2463, Undervisningsrom
(NARVIK): E-Fløyen – E2470, Seminarrom
(NARVIK): E-Fløyen – E2471, Seminarrom
(NARVIK): E-Fløyen – E3420, Seminarrom
(NARVIK): E-Fløyen – E3530, Seminarrom"
TEK-1506,Hjemmeeksamen,"Utlevering: 25. november 2024 kl. 09:00
Innlevering: 3. desember 2024 kl. 14:00",N/A
TEK-1507,Skriftlig skoleeksamen,Dato: 6. desember 2024 kl. 09:00,"(BODØ): Posthusgården – ALR 105
(BODØ): Posthusgården – Undervisningsrom 138
(ALTA): Campus Alta Byggetrinn 2 – Rom 2107, Seminarrom (Alta)
(HAMMERFEST): Campus Hammerfest – 223 Klasserom Snefjord (Hammerfest)
(HARSTAD): Havnegata 5-7 – Undervisningsrom 8
(MO I RANA): Campus Helgeland – Undervisning
(NARVIK): E-Fløyen – E1480, Aktivt læringsrom
(NARVIK): E-Fløyen – E1540, Seminarrom
(NARVIK): E-Fløyen – E1580, Undervisningsrom
(NARVIK): E-Fløyen – E2463, Undervisningsrom
(NARVIK): E-Fløyen – E2470, Seminarrom
(NARVIK): E-Fløyen – E2471, Seminarrom
(NARVIK): E-Fløyen – E2550 Klasserom
(TROMSO): Administrasjonsbygget – K1.04 Eksamensrom (Tromsø)
Universitetet i Agder – Universitetet i Agder"
TEK-1508,Skriftlig skoleeksamen - eng,Dato: 9. mai 2025 kl. 09:00,"(NARVIK): E-Fløyen – E1480, Aktivt læringsrom
(NARVIK): E-Fløyen – E1540, Seminarrom"
TEK-1508,Skriftlig skoleeksamen - nor,Dato: 13. desember 2024 kl. 09:00,"(MO I RANA): Campus Helgeland – Undervisning
(MO I RANA): Campus Helgeland – Undervisning
(NARVIK): E-Fløyen – E1540, Seminarrom"
TEK-1509,Mappevurdering,Innlevering: 26. mai 2025 kl. 14:00,N/A
TEK-1509,Skriftlig skoleeksamen,Dato: 12. juni 2025 kl. 09:00,"(NARVIK): E-Fløyen – E2470, Seminarrom
(NARVIK): E-Fløyen – E2471, Seminarrom"
TEK-1510,Mappevurdering,Innlevering: 26. mai 2025 kl. 14:00,N/A
TEK-1510,Skriftlig skoleeksamen,Dato: 12. juni 2025 kl. 09:00,"(NARVIK): E-Fløyen – E2461, Undervisningsrom
(NARVIK): E-Fløyen – E2463, Undervisningsrom"
TEK-1511,Hjemmeeksamen,"Utlevering: 5. november 2024 kl. 09:00
Innlevering: 19. november 2024 kl. 14:00",N/A
TEK-1512,Hjemmeeksamen,"Utlevering: 12. november 2024 kl. 09:00
Innlevering: 19. november 2024 kl. 14:00",N/A
TEK-1513,Hjemmeeksamen,"Utlevering: 5. november 2024 kl. 09:00
Innlevering: 19. november 2024 kl. 14:00",N/A
TEK-1516,Skriftlig skoleeksamen,Dato: 28. mai 2025 kl. 09:00,"(BODØ): Posthusgården – Undervisningsrom 138
(ALTA): Campus Alta Byggetrinn 3 – Rom A102, Kultursalen (Alta)
(NARVIK): E-Fløyen – E1460, Seminarrom
(NARVIK): E-Fløyen – E1480, Aktivt læringsrom
(NARVIK): E-Fløyen – E1540, Seminarrom
(NARVIK): E-Fløyen – E2461, Undervisningsrom
(NARVIK): E-Fløyen – E2463, Undervisningsrom
(NARVIK): E-Fløyen – E2550 Klasserom
(NARVIK): E-Fløyen – E3420, Seminarrom"
TEK-1518,Oppgave,Innlevering: 25. april 2025 kl. 14:00,N/A
TEK-1518,Skriftlig skoleeksamen,Dato: 23. april 2025 kl. 09:00,"(BODØ): Posthusgården – ALR 105
(ALTA): Campus Alta Byggetrinn 2 – Rom 2108, Seminarrom (Alta)
(TROMSO): Administrasjonsbygget – B154 Eksamensrom (Tromsø)
(NARVIK): E-Fløyen – E1460, Seminarrom
(NARVIK): E-Fløyen – E1480, Aktivt læringsrom
(NARVIK): E-Fløyen – E2430, Seminarrom
(NARVIK): E-Fløyen – E2461, Undervisningsrom
(NARVIK): E-Fløyen – E2463, Undervisningsrom
(NARVIK): E-Fløyen – E2470, Seminarrom
(NARVIK): E-Fløyen – E2471, Seminarrom"
TEK-1520,Mappevurdering,Innlevering: 17. desember 2024 kl. 14:00,N/A
TEK-2501,Skriftlig skoleeksamen,Dato: 16. mai 2025 kl. 09:00,(TROMSO): Administrasjonsbygget – K1.04 Eksamensrom (Tromsø)
TEK-2502,Skriftlig skoleeksamen,Dato: 21. mai 2025 kl. 09:00,"(TROMSO): Administrasjonsbygget – B154 Eksamensrom (Tromsø)
(TROMSO): Administrasjonsbygget – K1.04 Eksamensrom (Tromsø)"
TEK-2503,Oppgave,"Utlevering: 4. desember 2024 kl. 09:00
Innlevering: 18. desember 2024 kl. 14:00",N/A
TEK-2800,Skriftlig skoleeksamen,Dato: 29. november 2024 kl. 09:00,"(BODØ): Posthusgården – ALR 105
(BODØ): Posthusgården – Undervisningsrom 138
(ALTA): Campus Alta Byggetrinn 2 – Rom 2107, Seminarrom (Alta)
(MO I RANA): Campus Helgeland – Undervisning
(NARVIK): E-Fløyen – E2463, Undervisningsrom
(NARVIK): E-Fløyen – E2470, Seminarrom
(NARVIK): E-Fløyen – E2471, Seminarrom
(NARVIK): E-Fløyen – E2550 Klasserom
(KIRKENES): UiT i Kirkenes – 1.05 Store klasserom
(TROMSO): Teorifagbygget hus 1 – Plan 3 rom til bruk for eksamen
Universitetet i Agder – Universitetet i Agder"
TEK-2801,Skriftlig skoleeksamen,Dato: 20. november 2024 kl. 09:00,"(BODØ): Posthusgården – ALR 105
(ALTA): Campus Alta Byggetrinn 2 – Rom 2107, Seminarrom (Alta)
Studiesenteret Midt-Troms – Rom 258 Finnsnes
(TROMSO): Teorifagbygget hus 3 – Rom 3.203, bibliotek (Tromsø)
(MO I RANA): Campus Helgeland – Undervisning
(NARVIK): E-Fløyen – E2463, Undervisningsrom
(NARVIK): E-Fløyen – E2470, Seminarrom
(NARVIK): E-Fløyen – E2471, Seminarrom
(KIRKENES): UiT i Kirkenes – 402 Seminarrom
Universitetet i Agder – Universitetet i Agder"
TEK-3500,School exam,Dato: 4. desember 2024 kl. 09:00,"(NARVIK): E-Fløyen – E1540, Seminarrom"
TEK-3501,Project assignment,Innlevering: 16. mai 2025 kl. 14:00,N/A
TEK-3501,School exam,Dato: 6. juni 2025 kl. 09:00,"(NARVIK): E-Fløyen – E2430, Seminarrom
(NARVIK): E-Fløyen – E2463, Undervisningsrom
(NARVIK): E-Fløyen – E2470, Seminarrom"
TEK-3601,Off campus exam,"Utlevering: 18. november 2024 kl. 09:00
Innlevering: 2. desember 2024 kl. 14:00",N/A
TEK-3602,School exam,Dato: 25. november 2024 kl. 09:00,N/A
TEK-3604,Assignment,Innlevering: 28. februar 2025 kl. 14:00,N/A
TEK-3604,Assignment,Innlevering: 5. mai 2025 kl. 14:00,N/A
TEK-8002,Oral exam,Dato: 11. desember 2024 kl. 08:00,N/A
