Course Code,Exam Type,Date(s),Room Info
SIK-2513,Hjemmeeksamen,"Utlevering: 27. november 2024 kl. 09:00
Innlevering: 27. november 2024 kl. 13:00",N/A
SIK-2514,Off campus exam,"Utlevering: 12. desember 2024 kl. 09:00
Innlevering: 12. desember 2024 kl. 13:00",N/A
SIK-2516,Off campus exam,"Utlevering: 3. desember 2024 kl. 09:00
Innlevering: 10. desember 2024 kl. 14:00",N/A
SIK-2517,Off campus exam,"Utlevering: 25. november 2024 kl. 09:00
Innlevering: 2. desember 2024 kl. 14:00",N/A
SIK-2601,Hjemmeeksamen,"Utlevering: 5. mai 2025 kl. 09:00
Innlevering: 12. mai 2025 kl. 14:00",N/A
SIK-2617,Off campus exam,"Utlevering: 25. november 2024 kl. 09:00
Innlevering: 2. desember 2024 kl. 14:00",N/A
STA-0001,Skriftlig skoleeksamen,Dato: 30. mai 2025 kl. 09:00,(TROMSO): Administrasjonsbygget – K1.04 Eksamensrom (Tromsø)
STA-1001,Skriftlig skoleeksamen,Dato: 22. mai 2025 kl. 09:00,"(TROMSO): Administrasjonsbygget – Auditorium Maximum (Tromsø)
(TROMSO): Administrasjonsbygget – B154 Eksamensrom (Tromsø)"
STA-1050,Skriftlig skoleeksamen,Dato: 13. desember 2024 kl. 09:00,(TROMSO): Teorifagbygget hus 1 – Plan 3 rom til bruk for eksamen
STA-2001,School exam,Dato: 12. desember 2024 kl. 09:00,(TROMSO): Teorifagbygget hus 1 – Plan 3 rom til bruk for eksamen
STA-2002,School exam,Dato: 11. desember 2024 kl. 09:00,(TROMSO): Teorifagbygget hus 1 – Plan 3 rom til bruk for eksamen
STA-2003,Skriftlig skoleeksamen,Dato: 30. mai 2025 kl. 09:00,(TROMSO): Administrasjonsbygget – Auditorium Maximum (Tromsø)
STA-2004,Skriftlig skoleeksamen,Dato: 19. mai 2025 kl. 09:00,(TROMSO): Administrasjonsbygget – B154 Eksamensrom (Tromsø)
STA-3300,School exam,Dato: 11. desember 2024 kl. 09:00,(TROMSO): Teorifagbygget hus 1 – Plan 3 rom til bruk for eksamen
STA-3301,School exam,Dato: 11. desember 2024 kl. 09:00,(TROMSO): Teorifagbygget hus 1 – Plan 3 rom til bruk for eksamen
STA-3740,Assignment,Innlevering: 16. desember 2024 kl. 14:00,N/A
STA-3740,Assignment,Innlevering: 2. juni 2025 kl. 14:00,N/A
STA-3750,Assignment,Innlevering: 2. juni 2025 kl. 14:00,N/A
STA-3900,Assignment,Innlevering: 15. mai 2025 kl. 14:00,N/A
STA-3941,Assignment,Innlevering: 16. desember 2024 kl. 14:00,N/A
STA-8300,School exam,Dato: 11. desember 2024 kl. 09:00,(TROMSO): Teorifagbygget hus 1 – Plan 3 rom til bruk for eksamen
SVF-1201,Skriftlig skoleeksamen,Dato: 26. november 2024 kl. 09:00,"(TROMSO): Teorifagbygget hus 4 – Rom 4.213, Seminarom (Tromsø)
(TROMSO): Teorifagbygget hus 4 – Rom 4.248, leserom (Tromsø)"
SVF-1202,Muntlig eksamen,Fra 2. desember  til 6. desember 2024,N/A
SVF-1203,Oppgave,Innlevering: 21. mars 2025 kl. 14:00,N/A
SVF-1204,Skriftlig skoleeksamen,Dato: 12. mai 2025 kl. 09:00,(TROMSO): Administrasjonsbygget – B154 Eksamensrom (Tromsø)
SVF-1601,Skriftlig skoleeksamen,Dato: 11. april 2025 kl. 09:00,(KIRKENES): UiT i Kirkenes – 1.05 Store klasserom
SVF-2103,Oppgave,Innlevering: 17. mars 2025 kl. 14:00,N/A
SVF-2107,Off campus exam,"Utlevering: 12. desember 2024 kl. 09:00
Innlevering: 12. desember 2024 kl. 13:00",N/A
SVF-2108,Hjemmeeksamen,"Utlevering: 25. november 2024 kl. 09:00
Innlevering: 2. desember 2024 kl. 14:00",N/A
SVF-2109,Off campus exam,"Utlevering: 5. desember 2024 kl. 09:00
Innlevering: 12. desember 2024 kl. 14:00",N/A
SVF-2120,Muntlig eksamen,Dato: 16. desember 2024 kl. 08:00,N/A
SVF-2120,Oppgave,Innlevering: 29. november 2024 kl. 14:00,N/A
SVF-2120,Oppgave,Innlevering: 5. mai 2025 kl. 14:00,N/A
SVF-3206,Off campus exam,"Utlevering: 27. november 2024 kl. 09:00
Innlevering: 4. desember 2024 kl. 14:00",N/A
SVF-3207,School exam,Dato: 26. november 2024 kl. 09:00,(TROMSO): Kraft sportssenter – Idrettsbane (036-3) Del 3
SVF-3208,Assignment,"Utlevering: 9. desember 2024 kl. 09:00
Innlevering: 12. desember 2024 kl. 13:00",N/A
SVF-3209,Off campus exam,"Utlevering: 18. november 2024 kl. 09:00
Innlevering: 22. november 2024 kl. 13:00",N/A
SVF-3210,Hjemmeeksamen,"Utlevering: 28. mai 2025 kl. 09:00
Innlevering: 11. juni 2025 kl. 14:00",N/A
SVF-3607,Assignment,"Utlevering: 9. april 2025 kl. 09:00
Innlevering: 14. april 2025 kl. 14:00",N/A
SVF-3615,Off campus exam,"Utlevering: 29. november 2024 kl. 09:00
Innlevering: 5. desember 2024 kl. 14:00",N/A
SVF-3616,Off campus exam,"Utlevering: 12. juni 2025 kl. 09:00
Innlevering: 13. juni 2025 kl. 09:00",N/A
SVF-3616,Assignment,Innlevering: 12. mai 2025 kl. 09:00,N/A
SVF-3617,Off campus exam,"Utlevering: 24. februar 2025 kl. 09:00
Innlevering: 28. februar 2025 kl. 09:00",N/A
SVF-3617,Off campus exam,"Utlevering: 7. mai 2025 kl. 09:00
Innlevering: 12. mai 2025 kl. 09:00",N/A
SVF-3618,Assignment,Innlevering: 29. november 2024 kl. 14:00,N/A
SVF-3618,Assignment,Innlevering: 30. april 2025 kl. 14:00,N/A
SVF-3920,Oppgave,Innlevering: 16. desember 2024 kl. 14:00,N/A
SVF-3920,Oppgave,Innlevering: 2. juni 2025 kl. 14:00,N/A
SVF-3945,Assignment,Innlevering: 2. juni 2025 kl. 14:00,N/A
TEK-0002,Skriftlig skoleeksamen,Dato: 12. desember 2024 kl. 09:00,(TROMSO): Teorifagbygget hus 1 – Plan 3 rom til bruk for eksamen
TEK-0002,Skriftlig skoleeksamen,Dato: 26. mai 2025 kl. 09:00,(TROMSO): Administrasjonsbygget – B154 Eksamensrom (Tromsø)
TEK-0014,Skriftlig skoleeksamen,Dato: 26. mai 2025 kl. 09:00,(TROMSO): Administrasjonsbygget – B154 Eksamensrom (Tromsø)
TEK-0015,Skriftlig skoleeksamen,Dato: 15. mai 2025 kl. 09:00,(TROMSO): Administrasjonsbygget – K1.04 Eksamensrom (Tromsø)
TEK-2000,Oppgave,Innlevering: 18. desember 2024 kl. 14:00,N/A
TEK-2005,Assignment,Innlevering: 21. mai 2025 kl. 14:00,N/A
TEK-2005,School exam,Dato: 28. mai 2025 kl. 09:00,(TROMSO): Kraft sportssenter – Idrettsbane (036-2) Del 2
TEK-2007,Assignment,Innlevering: 21. november 2024 kl. 14:00,N/A
TEK-2007,School exam,Dato: 3. desember 2024 kl. 09:00,(TROMSO): Kraft sportssenter – Idrettsbane (036-2) Del 2
TEK-2008,Hjemmeeksamen,"Utlevering: 28. november 2024 kl. 09:00
Innlevering: 28. november 2024 kl. 13:00",N/A
TEK-2601,Skriftlig skoleeksamen,Dato: 10. desember 2024 kl. 09:00,(TROMSO): Kraft sportssenter – Idrettsbane (036-1) Del 1
TEK-3002,Off campus exam,Innlevering: 6. desember 2024 kl. 14:00,N/A
TEK-3002,School exam,Dato: 2. desember 2024 kl. 09:00,(TROMSO): Administrasjonsbygget – Auditorium Maximum (Tromsø)
TEK-3003,Oral exam,Dato: 10. desember 2024 kl. 08:00,N/A
TEK-3004,Off campus exam,Innlevering: 16. desember 2024 kl. 13:00,N/A
TEK-3017,Oral exam,Dato: 6. desember 2024 kl. 09:00,N/A
TEK-3017,Off campus exam,Innlevering: 22. november 2024 kl. 13:00,N/A
TEK-3901,Assignment,Innlevering: 16. desember 2024 kl. 14:00,N/A
TEK-3901,Assignment,Innlevering: 2. juni 2025 kl. 14:00,N/A
TEK-8017,Off campus exam,Innlevering: 22. november 2024 kl. 13:00,N/A
